sentence1,sentence2,similarity,is_similar
A man is playing a guitar,A man is playing a guitar,1.0000001192092896,True
A man is playing a guitar,A man is playing the guitar,0.9925347566604614,True
A man is playing a guitar,A guy is playing a guitar,0.923555850982666,True
A man is playing a guitar,A guy is playing the guitar,0.9123008251190186,True
A man is playing a guitar,The man is playing a guitar,0.9837799072265625,True
A man is playing a guitar,The man is playing the guitar,0.9679622650146484,True
A man is playing a guitar,A man is strumming a guitar,0.7949092388153076,True
A man is playing a guitar,A man is strumming the guitar,0.7852669954299927,True
A man is playing a guitar,A man is playing an electric guitar,0.880942165851593,True
A man is playing a guitar,A man is playing the electric guitar,0.874966025352478,True
A man is playing a guitar,A man is playing acoustic guitar,0.9187949895858765,True
A man is playing a guitar,A man is playing the acoustic guitar,0.9163095355033875,True
A man is playing a guitar,A man is performing with a guitar,0.8893734812736511,True
A man is playing a guitar,A man is performing with the guitar,0.8926457166671753,True
A man is playing a guitar,A musician is playing a guitar,0.8492223024368286,True
A man is playing a guitar,A musician is playing the guitar,0.8484041094779968,True
A man is playing a guitar,A man plays a guitar,0.9835942983627319,True
A man is playing a guitar,A man plays the guitar,0.9790498614311218,True
A man is playing a guitar,A man is holding a guitar and playing,0.9174677133560181,True
A man is playing a guitar,A man is plucking a guitar,0.7507607936859131,True
A man is playing a guitar,A man is playing music on a guitar,0.940601110458374,True
A man is playing a guitar,A man is playing music on the guitar,0.9421103000640869,True
A man is playing a guitar,A man is playing a song on the guitar,0.8996310830116272,True
A man is playing a guitar,A man is playing a tune on the guitar,0.8659650087356567,True
A man is playing a guitar,A man is using a guitar to play music,0.9551644325256348,True
A man is playing a guitar,A man is jamming on the guitar,0.7673321962356567,True
A man is playing a guitar,A man is jamming with a guitar,0.7669682502746582,True
A man is playing a guitar,A man is playing a solo on the guitar,0.7719552516937256,True
A man is playing a guitar,A man is playing chords on the guitar,0.8391996622085571,True
A man is playing a guitar,A man is playing riffs on a guitar,0.7681871652603149,True
A man is playing a guitar,A man is playing softly on a guitar,0.8058133125305176,True
A man is playing a guitar,A man is playing loudly on a guitar,0.7721095085144043,True
A man is playing a guitar,A man is playing blues on a guitar,0.7279529571533203,True
A man is playing a guitar,A man is playing jazz on a guitar,0.69373619556427,True
A man is playing a guitar,A man is playing rock music on a guitar,0.8273985385894775,True
A man is playing a guitar,A man is playing a melody on the guitar,0.8210108876228333,True
A man is playing a guitar,A man is playing the guitar in a room,0.7156862616539001,True
A man is playing a guitar,A man is playing the guitar outside,0.8634615540504456,True
A man is playing a guitar,A man is playing the guitar on stage,0.7612497806549072,True
A man is playing a guitar,A man is playing the guitar at a concert,0.73994380235672,True
A man is playing a guitar,A man is playing a guitar on the street,0.7541507482528687,True
A man is playing a guitar,A man is sitting and playing a guitar,0.8780458569526672,True
A man is playing a guitar,A man is standing and playing a guitar,0.8452267646789551,True
A man is playing a guitar,A man is casually playing a guitar,0.8973703384399414,True
A man is playing a guitar,A man is expertly playing the guitar,0.9062961935997009,True
A man is playing a guitar,A man is skillfully playing a guitar,0.9397426843643188,True
A man is playing a guitar,A man is gently playing a guitar,0.8523064255714417,True
A man is playing a guitar,A man is passionately playing the guitar,0.846587598323822,True
A man is playing a guitar,A man is happily playing a guitar,0.8490877747535706,True
A man is playing a guitar,A man is focused while playing the guitar,0.8592945337295532,True
A man is playing a guitar,A male guitarist is playing a guitar,0.8776813745498657,True
A man is playing a guitar,A male guitarist is playing the guitar,0.8660552501678467,True
A man is playing a guitar,A man is playing a guitar at home,0.7259855270385742,True
A man is playing a guitar,A man is playing a guitar in the park,0.6975449323654175,True
A man is playing a guitar,A man is playing guitar by the beach,0.7710924744606018,True
A man is playing a guitar,A man is playing a red guitar,0.8124553561210632,True
A man is playing a guitar,A man is playing a shiny guitar,0.8130556344985962,True
A man is playing a guitar,A man is playing a worn-out guitar,0.8132256865501404,True
A man is playing a guitar,A man is playing a vintage guitar,0.7856751680374146,True
A man is playing a guitar,A man is playing a new guitar,0.8172824382781982,True
A man is playing a guitar,A man is tuning and playing a guitar,0.8182042837142944,True
A man is playing a guitar,A man is learning to play the guitar,0.8255688548088074,True
A man is playing a guitar,A man is practicing with a guitar,0.8024997711181641,True
A man is playing a guitar,A man is rehearsing on the guitar,0.7381589412689209,True
A man is playing a guitar,A man is strumming chords on a guitar,0.6976234912872314,True
A man is playing a guitar,A man is fingerpicking on the guitar,0.7064988613128662,True
A man is playing a guitar,A man is using a pick to play the guitar,0.7591379284858704,True
A man is playing a guitar,A man is playing a guitar for fun,0.9150539636611938,True
A man is playing a guitar,A man is playing a guitar for an audience,0.7928529977798462,True
A man is playing a guitar,A man is playing a guitar to entertain,0.8941676616668701,True
A man is playing a guitar,A man is playing guitar for a crowd,0.7789596319198608,True
A man is playing a guitar,A man is playing guitar for a friend,0.7206764817237854,True
A man is playing a guitar,A man is playing guitar with emotion,0.8043583035469055,True
A man is playing a guitar,A man is playing guitar with intensity,0.8383252024650574,True
A man is playing a guitar,A man is playing guitar in the rain,0.6421235799789429,True
A man is playing a guitar,A man is playing guitar under the sun,0.6929931044578552,True
A man is playing a guitar,A man is playing guitar in the spotlight,0.744287371635437,True
A man is playing a guitar,A man is playing guitar in the background,0.8324819803237915,True
A man is playing a guitar,A man is recording while playing guitar,0.7881995439529419,True
A man is playing a guitar,A man is being filmed playing the guitar,0.7714677453041077,True
A man is playing a guitar,A man is playing guitar for a video,0.7831981778144836,True
A man is playing a guitar,A man is playing a song on his guitar,0.8965555429458618,True
A man is playing a guitar,A man is playing his favorite guitar,0.8479025363922119,True
A man is playing a guitar,A man is playing a familiar tune on guitar,0.7903183102607727,True
A man is playing a guitar,A man is playing music with a guitar,0.949073851108551,True
A man is playing a guitar,A man is lost in playing the guitar,0.7740649580955505,True
A man is playing a guitar,A man is immersed in guitar playing,0.879492998123169,True
A man is playing a guitar,A man is fully engaged playing guitar,0.8013356328010559,True
A man is playing a guitar,A man is improvising on the guitar,0.7653194665908813,True
A man is playing a guitar,A man is accompanying vocals on the guitar,0.6765103340148926,True
A man is playing a guitar,A man is playing rhythm guitar,0.8253166675567627,True
A man is playing a guitar,A man is playing lead guitar,0.7870491743087769,True
A man is playing a guitar,A man is playing the guitar with style,0.8934800624847412,True
A man is playing a guitar,A man is playing the guitar confidently,0.7874637246131897,True
A man is playing a guitar,A man is playing the guitar effortlessly,0.7746707201004028,True
A man is playing a guitar,A man is playing the guitar alone,0.735778272151947,True
A man is playing a guitar,A man is playing the guitar with others,0.7638732194900513,True
A man is playing a guitar,A man is playing the guitar in a band,0.7965704202651978,True
A man is playing a guitar,A man is playing the guitar next to a fire,0.6638217568397522,True
A man is playing a guitar,A man is playing the guitar near a window,0.7289231419563293,True
A man is playing the guitar,A man is playing a guitar,0.9925347566604614,True
A man is playing the guitar,A man is playing the guitar,1.0,True
A man is playing the guitar,A guy is playing a guitar,0.9176673889160156,True
A man is playing the guitar,A guy is playing the guitar,0.9192447066307068,True
A man is playing the guitar,The man is playing a guitar,0.9863821268081665,True
A man is playing the guitar,The man is playing the guitar,0.9842847585678101,True
A man is playing the guitar,A man is strumming a guitar,0.7954139709472656,True
A man is playing the guitar,A man is strumming the guitar,0.7935619354248047,True
A man is playing the guitar,A man is playing an electric guitar,0.8705663681030273,True
A man is playing the guitar,A man is playing the electric guitar,0.8746544122695923,True
A man is playing the guitar,A man is playing acoustic guitar,0.9083050489425659,True
A man is playing the guitar,A man is playing the acoustic guitar,0.9149490594863892,True
A man is playing the guitar,A man is performing with a guitar,0.8783575296401978,True
A man is playing the guitar,A man is performing with the guitar,0.8917739391326904,True
A man is playing the guitar,A musician is playing a guitar,0.8361411094665527,True
A man is playing the guitar,A musician is playing the guitar,0.8459509611129761,True
A man is playing the guitar,A man plays a guitar,0.9735099077224731,True
A man is playing the guitar,A man plays the guitar,0.981074333190918,True
A man is playing the guitar,A man is holding a guitar and playing,0.9064982533454895,True
A man is playing the guitar,A man is plucking a guitar,0.7416689395904541,True
A man is playing the guitar,A man is playing music on a guitar,0.9289110898971558,True
A man is playing the guitar,A man is playing music on the guitar,0.9421137571334839,True
A man is playing the guitar,A man is playing a song on the guitar,0.9006748199462891,True
A man is playing the guitar,A man is playing a tune on the guitar,0.8676687479019165,True
A man is playing the guitar,A man is using a guitar to play music,0.9405413866043091,True
A man is playing the guitar,A man is jamming on the guitar,0.7673492431640625,True
A man is playing the guitar,A man is jamming with a guitar,0.7557262182235718,True
A man is playing the guitar,A man is playing a solo on the guitar,0.7714701890945435,True
A man is playing the guitar,A man is playing chords on the guitar,0.843192458152771,True
A man is playing the guitar,A man is playing riffs on a guitar,0.7549861669540405,True
A man is playing the guitar,A man is playing softly on a guitar,0.7941727638244629,True
A man is playing the guitar,A man is playing loudly on a guitar,0.7620177268981934,True
A man is playing the guitar,A man is playing blues on a guitar,0.720538318157196,True
A man is playing the guitar,A man is playing jazz on a guitar,0.6787835359573364,True
A man is playing the guitar,A man is playing rock music on a guitar,0.8176538944244385,True
A man is playing the guitar,A man is playing a melody on the guitar,0.8230209350585938,True
A man is playing the guitar,A man is playing the guitar in a room,0.70527583360672,True
A man is playing the guitar,A man is playing the guitar outside,0.8644146919250488,True
A man is playing the guitar,A man is playing the guitar on stage,0.7695374488830566,True
A man is playing the guitar,A man is playing the guitar at a concert,0.7388488054275513,True
A man is playing the guitar,A man is playing a guitar on the street,0.7455213069915771,True
A man is playing the guitar,A man is sitting and playing a guitar,0.8694431185722351,True
A man is playing the guitar,A man is standing and playing a guitar,0.8373908996582031,True
A man is playing the guitar,A man is casually playing a guitar,0.8834689855575562,True
A man is playing the guitar,A man is expertly playing the guitar,0.9009490013122559,True
